kode,username,status,judul,penulis,rating,jml hlm,genre,sinopsis
A03,@youbwimine,Borrowed,A Man Called Ove,Fredrick Backman,4.38,337,"fiksi, humor, heartwarming, slice of life","Seorang penggerutu, kaku, punya rutinitas yang tak bisa diganggu gugat, sumbu pendek pula. Itulah Ove. Orang-orang menyebutnya tetangga pemarah dari neraka. Tapi apa betul Ove pemarah, hanya karena dia tidak terus-menerus memasang senyuman di wajahnya? Di balik tampak luarnya yang pemarah ada cerita dan kepedihan. Keadaan mulai berubah ketika ada pasangan muda cerewet, dengan dua putri cilik bawel, pindah ke sebelah rumahnya dan tak sengaja meremukkan kotak surat Ove. Maka dimulailah rangkaian kejadian yang berujung pada persahabatan, kucing, dan tolong-menolong yang kelak begitu banyak mengubah Ove serta orang-orang di lingkungan tempat tinggalnya."
A04,@⁨130mnal⁩,Queue,Almond,Sohn Won Pyung,4.17,272,"fiksi, young-adult, kesehatan mental","""Almond"" adalah novel yang memberi harapan kepada orang seperti saya yang percaya bahwa hati dapat mengendalikan kepala. Di akhir musim dingin yang panjang, tibalah musim semi. Di musim semi, saat tanaman tumbuh, emosi pun tumbuh. Jika emosi tumbuh, maka dunia pun ikut tumbuh. Selama membaca tulisan ini, hatiku selalu berdebar-debar. Di musim semi yang akan datang, tulisan ini akan menjadi sebuah petasan indah yang akan meledakkan seluruh emosi. -Novelis Gong Seonok Sungguh malang ketika kita tidak bisa berempati dengan rasa sakit yang diderita orang lain! Bahkan setelah menutup buku, perasaanku masih terus sedih dan rasanya ingin menangis. -Sutradara Lee Jaeyong (Produksi ""My Brilliant Life"", “Scandal”) Penyakit orang balik layar perfilman adalah fokus mengerjakan konten berdurasi 2 jam. Namun, aku bahkan bisa membaca novel setebal 200 halaman lebih hingga akhir. -Produser Jang Wonseok (Produksi film ""War of The Arrows"", "" Tunnel"") Kalimat penulis yang menggambarkan secara terperinci bagaimana kedua remaja ini dapat tumbuh dewasa ketika saling berhubungan dengan orang lain. Meskipun dari sisi luar mereka berdua terlihat sebagai monster, namun di dalamnya terdapat sebuah kenyataan dari perjuangan yang menyedihkan untuk tidak menjadi monster. Dengan menonjolkan pesona setiap karakter dan keindahan hubungan antara kedua tokoh yang menciptakan introspeksi diri, novel ini mewujudkan karya yang bermakna secara sastra. -Juri Kwon Byungsun, Kim Jieun, Oh Seran, Jeong Eunsuk Kemunculan novel remaja Korea. Sebuah novel yang dapat membangkitkan kekuatan rasa pedih dan empati. -Kritikus Penerbit Nan Giho Novel ini menceritakan kisah tentang aku seorang monster yang bertemu dengan monster lain. Namun, aku tak ingin memberitahu apakah kisah ini berakhir sedih atau bahagia. Alasannya adalah pertama, ketika aku memberitahu kesimpulannya, dalam sekejap semua cerita ini akan menjadi datar. Kedua, dengan begitu kemungkinan kau dapat menghayati isi cerita sedikit lebih besar. Ketiga, sebenarnya baik aku, kau, siapa pun tak akan pernah tahu cerita ini akan berakhir sedih atau bahagia."
A04,@blushingbreeze,Queue,Almond,Sohn Won Pyung,4.17,272,"fiksi, young-adult, kesehatan mental","""Almond"" adalah novel yang memberi harapan kepada orang seperti saya yang percaya bahwa hati dapat mengendalikan kepala. Di akhir musim dingin yang panjang, tibalah musim semi. Di musim semi, saat tanaman tumbuh, emosi pun tumbuh. Jika emosi tumbuh, maka dunia pun ikut tumbuh. Selama membaca tulisan ini, hatiku selalu berdebar-debar. Di musim semi yang akan datang, tulisan ini akan menjadi sebuah petasan indah yang akan meledakkan seluruh emosi. -Novelis Gong Seonok Sungguh malang ketika kita tidak bisa berempati dengan rasa sakit yang diderita orang lain! Bahkan setelah menutup buku, perasaanku masih terus sedih dan rasanya ingin menangis. -Sutradara Lee Jaeyong (Produksi ""My Brilliant Life"", “Scandal”) Penyakit orang balik layar perfilman adalah fokus mengerjakan konten berdurasi 2 jam. Namun, aku bahkan bisa membaca novel setebal 200 halaman lebih hingga akhir. -Produser Jang Wonseok (Produksi film ""War of The Arrows"", "" Tunnel"") Kalimat penulis yang menggambarkan secara terperinci bagaimana kedua remaja ini dapat tumbuh dewasa ketika saling berhubungan dengan orang lain. Meskipun dari sisi luar mereka berdua terlihat sebagai monster, namun di dalamnya terdapat sebuah kenyataan dari perjuangan yang menyedihkan untuk tidak menjadi monster. Dengan menonjolkan pesona setiap karakter dan keindahan hubungan antara kedua tokoh yang menciptakan introspeksi diri, novel ini mewujudkan karya yang bermakna secara sastra. -Juri Kwon Byungsun, Kim Jieun, Oh Seran, Jeong Eunsuk Kemunculan novel remaja Korea. Sebuah novel yang dapat membangkitkan kekuatan rasa pedih dan empati. -Kritikus Penerbit Nan Giho Novel ini menceritakan kisah tentang aku seorang monster yang bertemu dengan monster lain. Namun, aku tak ingin memberitahu apakah kisah ini berakhir sedih atau bahagia. Alasannya adalah pertama, ketika aku memberitahu kesimpulannya, dalam sekejap semua cerita ini akan menjadi datar. Kedua, dengan begitu kemungkinan kau dapat menghayati isi cerita sedikit lebih besar. Ketiga, sebenarnya baik aku, kau, siapa pun tak akan pernah tahu cerita ini akan berakhir sedih atau bahagia."
A04,@chikikaho,Borrowed,Almond,Sohn Won Pyung,4.17,272,"fiksi, young-adult, kesehatan mental","""Almond"" adalah novel yang memberi harapan kepada orang seperti saya yang percaya bahwa hati dapat mengendalikan kepala. Di akhir musim dingin yang panjang, tibalah musim semi. Di musim semi, saat tanaman tumbuh, emosi pun tumbuh. Jika emosi tumbuh, maka dunia pun ikut tumbuh. Selama membaca tulisan ini, hatiku selalu berdebar-debar. Di musim semi yang akan datang, tulisan ini akan menjadi sebuah petasan indah yang akan meledakkan seluruh emosi. -Novelis Gong Seonok Sungguh malang ketika kita tidak bisa berempati dengan rasa sakit yang diderita orang lain! Bahkan setelah menutup buku, perasaanku masih terus sedih dan rasanya ingin menangis. -Sutradara Lee Jaeyong (Produksi ""My Brilliant Life"", “Scandal”) Penyakit orang balik layar perfilman adalah fokus mengerjakan konten berdurasi 2 jam. Namun, aku bahkan bisa membaca novel setebal 200 halaman lebih hingga akhir. -Produser Jang Wonseok (Produksi film ""War of The Arrows"", "" Tunnel"") Kalimat penulis yang menggambarkan secara terperinci bagaimana kedua remaja ini dapat tumbuh dewasa ketika saling berhubungan dengan orang lain. Meskipun dari sisi luar mereka berdua terlihat sebagai monster, namun di dalamnya terdapat sebuah kenyataan dari perjuangan yang menyedihkan untuk tidak menjadi monster. Dengan menonjolkan pesona setiap karakter dan keindahan hubungan antara kedua tokoh yang menciptakan introspeksi diri, novel ini mewujudkan karya yang bermakna secara sastra. -Juri Kwon Byungsun, Kim Jieun, Oh Seran, Jeong Eunsuk Kemunculan novel remaja Korea. Sebuah novel yang dapat membangkitkan kekuatan rasa pedih dan empati. -Kritikus Penerbit Nan Giho Novel ini menceritakan kisah tentang aku seorang monster yang bertemu dengan monster lain. Namun, aku tak ingin memberitahu apakah kisah ini berakhir sedih atau bahagia. Alasannya adalah pertama, ketika aku memberitahu kesimpulannya, dalam sekejap semua cerita ini akan menjadi datar. Kedua, dengan begitu kemungkinan kau dapat menghayati isi cerita sedikit lebih besar. Ketiga, sebenarnya baik aku, kau, siapa pun tak akan pernah tahu cerita ini akan berakhir sedih atau bahagia."
A04,@destinugrainy,Borrowed,Almond,Sohn Won Pyung,4.17,272,"fiksi, young-adult, kesehatan mental","""Almond"" adalah novel yang memberi harapan kepada orang seperti saya yang percaya bahwa hati dapat mengendalikan kepala. Di akhir musim dingin yang panjang, tibalah musim semi. Di musim semi, saat tanaman tumbuh, emosi pun tumbuh. Jika emosi tumbuh, maka dunia pun ikut tumbuh. Selama membaca tulisan ini, hatiku selalu berdebar-debar. Di musim semi yang akan datang, tulisan ini akan menjadi sebuah petasan indah yang akan meledakkan seluruh emosi. -Novelis Gong Seonok Sungguh malang ketika kita tidak bisa berempati dengan rasa sakit yang diderita orang lain! Bahkan setelah menutup buku, perasaanku masih terus sedih dan rasanya ingin menangis. -Sutradara Lee Jaeyong (Produksi ""My Brilliant Life"", “Scandal”) Penyakit orang balik layar perfilman adalah fokus mengerjakan konten berdurasi 2 jam. Namun, aku bahkan bisa membaca novel setebal 200 halaman lebih hingga akhir. -Produser Jang Wonseok (Produksi film ""War of The Arrows"", "" Tunnel"") Kalimat penulis yang menggambarkan secara terperinci bagaimana kedua remaja ini dapat tumbuh dewasa ketika saling berhubungan dengan orang lain. Meskipun dari sisi luar mereka berdua terlihat sebagai monster, namun di dalamnya terdapat sebuah kenyataan dari perjuangan yang menyedihkan untuk tidak menjadi monster. Dengan menonjolkan pesona setiap karakter dan keindahan hubungan antara kedua tokoh yang menciptakan introspeksi diri, novel ini mewujudkan karya yang bermakna secara sastra. -Juri Kwon Byungsun, Kim Jieun, Oh Seran, Jeong Eunsuk Kemunculan novel remaja Korea. Sebuah novel yang dapat membangkitkan kekuatan rasa pedih dan empati. -Kritikus Penerbit Nan Giho Novel ini menceritakan kisah tentang aku seorang monster yang bertemu dengan monster lain. Namun, aku tak ingin memberitahu apakah kisah ini berakhir sedih atau bahagia. Alasannya adalah pertama, ketika aku memberitahu kesimpulannya, dalam sekejap semua cerita ini akan menjadi datar. Kedua, dengan begitu kemungkinan kau dapat menghayati isi cerita sedikit lebih besar. Ketiga, sebenarnya baik aku, kau, siapa pun tak akan pernah tahu cerita ini akan berakhir sedih atau bahagia."
A04,@fayaulia27,Queue,Almond,Sohn Won Pyung,4.17,272,"fiksi, young-adult, kesehatan mental","""Almond"" adalah novel yang memberi harapan kepada orang seperti saya yang percaya bahwa hati dapat mengendalikan kepala. Di akhir musim dingin yang panjang, tibalah musim semi. Di musim semi, saat tanaman tumbuh, emosi pun tumbuh. Jika emosi tumbuh, maka dunia pun ikut tumbuh. Selama membaca tulisan ini, hatiku selalu berdebar-debar. Di musim semi yang akan datang, tulisan ini akan menjadi sebuah petasan indah yang akan meledakkan seluruh emosi. -Novelis Gong Seonok Sungguh malang ketika kita tidak bisa berempati dengan rasa sakit yang diderita orang lain! Bahkan setelah menutup buku, perasaanku masih terus sedih dan rasanya ingin menangis. -Sutradara Lee Jaeyong (Produksi ""My Brilliant Life"", “Scandal”) Penyakit orang balik layar perfilman adalah fokus mengerjakan konten berdurasi 2 jam. Namun, aku bahkan bisa membaca novel setebal 200 halaman lebih hingga akhir. -Produser Jang Wonseok (Produksi film ""War of The Arrows"", "" Tunnel"") Kalimat penulis yang menggambarkan secara terperinci bagaimana kedua remaja ini dapat tumbuh dewasa ketika saling berhubungan dengan orang lain. Meskipun dari sisi luar mereka berdua terlihat sebagai monster, namun di dalamnya terdapat sebuah kenyataan dari perjuangan yang menyedihkan untuk tidak menjadi monster. Dengan menonjolkan pesona setiap karakter dan keindahan hubungan antara kedua tokoh yang menciptakan introspeksi diri, novel ini mewujudkan karya yang bermakna secara sastra. -Juri Kwon Byungsun, Kim Jieun, Oh Seran, Jeong Eunsuk Kemunculan novel remaja Korea. Sebuah novel yang dapat membangkitkan kekuatan rasa pedih dan empati. -Kritikus Penerbit Nan Giho Novel ini menceritakan kisah tentang aku seorang monster yang bertemu dengan monster lain. Namun, aku tak ingin memberitahu apakah kisah ini berakhir sedih atau bahagia. Alasannya adalah pertama, ketika aku memberitahu kesimpulannya, dalam sekejap semua cerita ini akan menjadi datar. Kedua, dengan begitu kemungkinan kau dapat menghayati isi cerita sedikit lebih besar. Ketiga, sebenarnya baik aku, kau, siapa pun tak akan pernah tahu cerita ini akan berakhir sedih atau bahagia."
A04,@heheinaja,Borrowed,Almond,Sohn Won Pyung,4.17,272,"fiksi, young-adult, kesehatan mental","""Almond"" adalah novel yang memberi harapan kepada orang seperti saya yang percaya bahwa hati dapat mengendalikan kepala. Di akhir musim dingin yang panjang, tibalah musim semi. Di musim semi, saat tanaman tumbuh, emosi pun tumbuh. Jika emosi tumbuh, maka dunia pun ikut tumbuh. Selama membaca tulisan ini, hatiku selalu berdebar-debar. Di musim semi yang akan datang, tulisan ini akan menjadi sebuah petasan indah yang akan meledakkan seluruh emosi. -Novelis Gong Seonok Sungguh malang ketika kita tidak bisa berempati dengan rasa sakit yang diderita orang lain! Bahkan setelah menutup buku, perasaanku masih terus sedih dan rasanya ingin menangis. -Sutradara Lee Jaeyong (Produksi ""My Brilliant Life"", “Scandal”) Penyakit orang balik layar perfilman adalah fokus mengerjakan konten berdurasi 2 jam. Namun, aku bahkan bisa membaca novel setebal 200 halaman lebih hingga akhir. -Produser Jang Wonseok (Produksi film ""War of The Arrows"", "" Tunnel"") Kalimat penulis yang menggambarkan secara terperinci bagaimana kedua remaja ini dapat tumbuh dewasa ketika saling berhubungan dengan orang lain. Meskipun dari sisi luar mereka berdua terlihat sebagai monster, namun di dalamnya terdapat sebuah kenyataan dari perjuangan yang menyedihkan untuk tidak menjadi monster. Dengan menonjolkan pesona setiap karakter dan keindahan hubungan antara kedua tokoh yang menciptakan introspeksi diri, novel ini mewujudkan karya yang bermakna secara sastra. -Juri Kwon Byungsun, Kim Jieun, Oh Seran, Jeong Eunsuk Kemunculan novel remaja Korea. Sebuah novel yang dapat membangkitkan kekuatan rasa pedih dan empati. -Kritikus Penerbit Nan Giho Novel ini menceritakan kisah tentang aku seorang monster yang bertemu dengan monster lain. Namun, aku tak ingin memberitahu apakah kisah ini berakhir sedih atau bahagia. Alasannya adalah pertama, ketika aku memberitahu kesimpulannya, dalam sekejap semua cerita ini akan menjadi datar. Kedua, dengan begitu kemungkinan kau dapat menghayati isi cerita sedikit lebih besar. Ketiga, sebenarnya baik aku, kau, siapa pun tak akan pernah tahu cerita ini akan berakhir sedih atau bahagia."
A04,@kwaaniie,Borrowed,Almond,Sohn Won Pyung,4.17,272,"fiksi, young-adult, kesehatan mental","""Almond"" adalah novel yang memberi harapan kepada orang seperti saya yang percaya bahwa hati dapat mengendalikan kepala. Di akhir musim dingin yang panjang, tibalah musim semi. Di musim semi, saat tanaman tumbuh, emosi pun tumbuh. Jika emosi tumbuh, maka dunia pun ikut tumbuh. Selama membaca tulisan ini, hatiku selalu berdebar-debar. Di musim semi yang akan datang, tulisan ini akan menjadi sebuah petasan indah yang akan meledakkan seluruh emosi. -Novelis Gong Seonok Sungguh malang ketika kita tidak bisa berempati dengan rasa sakit yang diderita orang lain! Bahkan setelah menutup buku, perasaanku masih terus sedih dan rasanya ingin menangis. -Sutradara Lee Jaeyong (Produksi ""My Brilliant Life"", “Scandal”) Penyakit orang balik layar perfilman adalah fokus mengerjakan konten berdurasi 2 jam. Namun, aku bahkan bisa membaca novel setebal 200 halaman lebih hingga akhir. -Produser Jang Wonseok (Produksi film ""War of The Arrows"", "" Tunnel"") Kalimat penulis yang menggambarkan secara terperinci bagaimana kedua remaja ini dapat tumbuh dewasa ketika saling berhubungan dengan orang lain. Meskipun dari sisi luar mereka berdua terlihat sebagai monster, namun di dalamnya terdapat sebuah kenyataan dari perjuangan yang menyedihkan untuk tidak menjadi monster. Dengan menonjolkan pesona setiap karakter dan keindahan hubungan antara kedua tokoh yang menciptakan introspeksi diri, novel ini mewujudkan karya yang bermakna secara sastra. -Juri Kwon Byungsun, Kim Jieun, Oh Seran, Jeong Eunsuk Kemunculan novel remaja Korea. Sebuah novel yang dapat membangkitkan kekuatan rasa pedih dan empati. -Kritikus Penerbit Nan Giho Novel ini menceritakan kisah tentang aku seorang monster yang bertemu dengan monster lain. Namun, aku tak ingin memberitahu apakah kisah ini berakhir sedih atau bahagia. Alasannya adalah pertama, ketika aku memberitahu kesimpulannya, dalam sekejap semua cerita ini akan menjadi datar. Kedua, dengan begitu kemungkinan kau dapat menghayati isi cerita sedikit lebih besar. Ketiga, sebenarnya baik aku, kau, siapa pun tak akan pernah tahu cerita ini akan berakhir sedih atau bahagia."
A04,@peny_bookslegacy,Borrowing,Almond,Sohn Won Pyung,4.17,272,"fiksi, young-adult, kesehatan mental","""Almond"" adalah novel yang memberi harapan kepada orang seperti saya yang percaya bahwa hati dapat mengendalikan kepala. Di akhir musim dingin yang panjang, tibalah musim semi. Di musim semi, saat tanaman tumbuh, emosi pun tumbuh. Jika emosi tumbuh, maka dunia pun ikut tumbuh. Selama membaca tulisan ini, hatiku selalu berdebar-debar. Di musim semi yang akan datang, tulisan ini akan menjadi sebuah petasan indah yang akan meledakkan seluruh emosi. -Novelis Gong Seonok Sungguh malang ketika kita tidak bisa berempati dengan rasa sakit yang diderita orang lain! Bahkan setelah menutup buku, perasaanku masih terus sedih dan rasanya ingin menangis. -Sutradara Lee Jaeyong (Produksi ""My Brilliant Life"", “Scandal”) Penyakit orang balik layar perfilman adalah fokus mengerjakan konten berdurasi 2 jam. Namun, aku bahkan bisa membaca novel setebal 200 halaman lebih hingga akhir. -Produser Jang Wonseok (Produksi film ""War of The Arrows"", "" Tunnel"") Kalimat penulis yang menggambarkan secara terperinci bagaimana kedua remaja ini dapat tumbuh dewasa ketika saling berhubungan dengan orang lain. Meskipun dari sisi luar mereka berdua terlihat sebagai monster, namun di dalamnya terdapat sebuah kenyataan dari perjuangan yang menyedihkan untuk tidak menjadi monster. Dengan menonjolkan pesona setiap karakter dan keindahan hubungan antara kedua tokoh yang menciptakan introspeksi diri, novel ini mewujudkan karya yang bermakna secara sastra. -Juri Kwon Byungsun, Kim Jieun, Oh Seran, Jeong Eunsuk Kemunculan novel remaja Korea. Sebuah novel yang dapat membangkitkan kekuatan rasa pedih dan empati. -Kritikus Penerbit Nan Giho Novel ini menceritakan kisah tentang aku seorang monster yang bertemu dengan monster lain. Namun, aku tak ingin memberitahu apakah kisah ini berakhir sedih atau bahagia. Alasannya adalah pertama, ketika aku memberitahu kesimpulannya, dalam sekejap semua cerita ini akan menjadi datar. Kedua, dengan begitu kemungkinan kau dapat menghayati isi cerita sedikit lebih besar. Ketiga, sebenarnya baik aku, kau, siapa pun tak akan pernah tahu cerita ini akan berakhir sedih atau bahagia."
A04,@ssseekar,Borrowed,Almond,Sohn Won Pyung,4.17,272,"fiksi, young-adult, kesehatan mental","""Almond"" adalah novel yang memberi harapan kepada orang seperti saya yang percaya bahwa hati dapat mengendalikan kepala. Di akhir musim dingin yang panjang, tibalah musim semi. Di musim semi, saat tanaman tumbuh, emosi pun tumbuh. Jika emosi tumbuh, maka dunia pun ikut tumbuh. Selama membaca tulisan ini, hatiku selalu berdebar-debar. Di musim semi yang akan datang, tulisan ini akan menjadi sebuah petasan indah yang akan meledakkan seluruh emosi. -Novelis Gong Seonok Sungguh malang ketika kita tidak bisa berempati dengan rasa sakit yang diderita orang lain! Bahkan setelah menutup buku, perasaanku masih terus sedih dan rasanya ingin menangis. -Sutradara Lee Jaeyong (Produksi ""My Brilliant Life"", “Scandal”) Penyakit orang balik layar perfilman adalah fokus mengerjakan konten berdurasi 2 jam. Namun, aku bahkan bisa membaca novel setebal 200 halaman lebih hingga akhir. -Produser Jang Wonseok (Produksi film ""War of The Arrows"", "" Tunnel"") Kalimat penulis yang menggambarkan secara terperinci bagaimana kedua remaja ini dapat tumbuh dewasa ketika saling berhubungan dengan orang lain. Meskipun dari sisi luar mereka berdua terlihat sebagai monster, namun di dalamnya terdapat sebuah kenyataan dari perjuangan yang menyedihkan untuk tidak menjadi monster. Dengan menonjolkan pesona setiap karakter dan keindahan hubungan antara kedua tokoh yang menciptakan introspeksi diri, novel ini mewujudkan karya yang bermakna secara sastra. -Juri Kwon Byungsun, Kim Jieun, Oh Seran, Jeong Eunsuk Kemunculan novel remaja Korea. Sebuah novel yang dapat membangkitkan kekuatan rasa pedih dan empati. -Kritikus Penerbit Nan Giho Novel ini menceritakan kisah tentang aku seorang monster yang bertemu dengan monster lain. Namun, aku tak ingin memberitahu apakah kisah ini berakhir sedih atau bahagia. Alasannya adalah pertama, ketika aku memberitahu kesimpulannya, dalam sekejap semua cerita ini akan menjadi datar. Kedua, dengan begitu kemungkinan kau dapat menghayati isi cerita sedikit lebih besar. Ketiga, sebenarnya baik aku, kau, siapa pun tak akan pernah tahu cerita ini akan berakhir sedih atau bahagia."
A04,@twinklewrinckle,Borrowed,Almond,Sohn Won Pyung,4.17,272,"fiksi, young-adult, kesehatan mental","""Almond"" adalah novel yang memberi harapan kepada orang seperti saya yang percaya bahwa hati dapat mengendalikan kepala. Di akhir musim dingin yang panjang, tibalah musim semi. Di musim semi, saat tanaman tumbuh, emosi pun tumbuh. Jika emosi tumbuh, maka dunia pun ikut tumbuh. Selama membaca tulisan ini, hatiku selalu berdebar-debar. Di musim semi yang akan datang, tulisan ini akan menjadi sebuah petasan indah yang akan meledakkan seluruh emosi. -Novelis Gong Seonok Sungguh malang ketika kita tidak bisa berempati dengan rasa sakit yang diderita orang lain! Bahkan setelah menutup buku, perasaanku masih terus sedih dan rasanya ingin menangis. -Sutradara Lee Jaeyong (Produksi ""My Brilliant Life"", “Scandal”) Penyakit orang balik layar perfilman adalah fokus mengerjakan konten berdurasi 2 jam. Namun, aku bahkan bisa membaca novel setebal 200 halaman lebih hingga akhir. -Produser Jang Wonseok (Produksi film ""War of The Arrows"", "" Tunnel"") Kalimat penulis yang menggambarkan secara terperinci bagaimana kedua remaja ini dapat tumbuh dewasa ketika saling berhubungan dengan orang lain. Meskipun dari sisi luar mereka berdua terlihat sebagai monster, namun di dalamnya terdapat sebuah kenyataan dari perjuangan yang menyedihkan untuk tidak menjadi monster. Dengan menonjolkan pesona setiap karakter dan keindahan hubungan antara kedua tokoh yang menciptakan introspeksi diri, novel ini mewujudkan karya yang bermakna secara sastra. -Juri Kwon Byungsun, Kim Jieun, Oh Seran, Jeong Eunsuk Kemunculan novel remaja Korea. Sebuah novel yang dapat membangkitkan kekuatan rasa pedih dan empati. -Kritikus Penerbit Nan Giho Novel ini menceritakan kisah tentang aku seorang monster yang bertemu dengan monster lain. Namun, aku tak ingin memberitahu apakah kisah ini berakhir sedih atau bahagia. Alasannya adalah pertama, ketika aku memberitahu kesimpulannya, dalam sekejap semua cerita ini akan menjadi datar. Kedua, dengan begitu kemungkinan kau dapat menghayati isi cerita sedikit lebih besar. Ketiga, sebenarnya baik aku, kau, siapa pun tak akan pernah tahu cerita ini akan berakhir sedih atau bahagia."
A05,@bluechizcake,Queue,Anxious People,Fredrick Backman,4.18,336,"fiksi, misteri, humor, kesehatan mental","Satu perampok, delapan orang asing, dan satu gagasan yang sangat buruk. Survei tempat tinggal tidak biasanya melibatkan situasi hidup dan mati, tapi itulah yang terjadi. Perampok yang gagal tiba-tiba menyerbu sebuah apartemen dan menyandera sekelompok orang asing: pasangan yang baru saja pensiun; direktur bank kaya yang terlalu sibuk untuk peduli kepada orang lain; pasangan muda yang akan memiliki anak pertama tapi tak pernah bisa sepakat; wanita 87 tahun yang sudah hidup cukup lama hingga tak takut todongan pistol, agen real estat yang gampang panik tapi selalu siap untuk menjual properti, dan pria misterius yang mengunci diri di satu-satunya kamar mandi di apartemen. Tiap sandera membawa kepedihan, luka, rahasia, dan renjana yang meluap-luap. Tak satupun dari mereka seperti apa yang tampak dari luar. Dan mereka semua termasuk perampok bank butuh diselamatkan. Selagi otoritas dan media mengepung apartemen tersebut, sekelompok orang asing itu akan mengungkapkan kebenaran mengejutkan tentang diri mereka sendiri dan mendapati mereka memiliki lebih banyak kesamaan daripada yang mereka kira."
A05,@icedmocca123,Borrowed,Anxious People,Fredrick Backman,4.18,336,"fiksi, misteri, humor, kesehatan mental","Satu perampok, delapan orang asing, dan satu gagasan yang sangat buruk. Survei tempat tinggal tidak biasanya melibatkan situasi hidup dan mati, tapi itulah yang terjadi. Perampok yang gagal tiba-tiba menyerbu sebuah apartemen dan menyandera sekelompok orang asing: pasangan yang baru saja pensiun; direktur bank kaya yang terlalu sibuk untuk peduli kepada orang lain; pasangan muda yang akan memiliki anak pertama tapi tak pernah bisa sepakat; wanita 87 tahun yang sudah hidup cukup lama hingga tak takut todongan pistol, agen real estat yang gampang panik tapi selalu siap untuk menjual properti, dan pria misterius yang mengunci diri di satu-satunya kamar mandi di apartemen. Tiap sandera membawa kepedihan, luka, rahasia, dan renjana yang meluap-luap. Tak satupun dari mereka seperti apa yang tampak dari luar. Dan mereka semua termasuk perampok bank butuh diselamatkan. Selagi otoritas dan media mengepung apartemen tersebut, sekelompok orang asing itu akan mengungkapkan kebenaran mengejutkan tentang diri mereka sendiri dan mendapati mereka memiliki lebih banyak kesamaan daripada yang mereka kira."
A05,@ladyrputri,Borrowing,Anxious People,Fredrick Backman,4.18,336,"fiksi, misteri, humor, kesehatan mental","Satu perampok, delapan orang asing, dan satu gagasan yang sangat buruk. Survei tempat tinggal tidak biasanya melibatkan situasi hidup dan mati, tapi itulah yang terjadi. Perampok yang gagal tiba-tiba menyerbu sebuah apartemen dan menyandera sekelompok orang asing: pasangan yang baru saja pensiun; direktur bank kaya yang terlalu sibuk untuk peduli kepada orang lain; pasangan muda yang akan memiliki anak pertama tapi tak pernah bisa sepakat; wanita 87 tahun yang sudah hidup cukup lama hingga tak takut todongan pistol, agen real estat yang gampang panik tapi selalu siap untuk menjual properti, dan pria misterius yang mengunci diri di satu-satunya kamar mandi di apartemen. Tiap sandera membawa kepedihan, luka, rahasia, dan renjana yang meluap-luap. Tak satupun dari mereka seperti apa yang tampak dari luar. Dan mereka semua termasuk perampok bank butuh diselamatkan. Selagi otoritas dan media mengepung apartemen tersebut, sekelompok orang asing itu akan mengungkapkan kebenaran mengejutkan tentang diri mereka sendiri dan mendapati mereka memiliki lebih banyak kesamaan daripada yang mereka kira."
A05,@noniiiajaaa,Borrowed,Anxious People,Fredrick Backman,4.18,336,"fiksi, misteri, humor, kesehatan mental","Satu perampok, delapan orang asing, dan satu gagasan yang sangat buruk. Survei tempat tinggal tidak biasanya melibatkan situasi hidup dan mati, tapi itulah yang terjadi. Perampok yang gagal tiba-tiba menyerbu sebuah apartemen dan menyandera sekelompok orang asing: pasangan yang baru saja pensiun; direktur bank kaya yang terlalu sibuk untuk peduli kepada orang lain; pasangan muda yang akan memiliki anak pertama tapi tak pernah bisa sepakat; wanita 87 tahun yang sudah hidup cukup lama hingga tak takut todongan pistol, agen real estat yang gampang panik tapi selalu siap untuk menjual properti, dan pria misterius yang mengunci diri di satu-satunya kamar mandi di apartemen. Tiap sandera membawa kepedihan, luka, rahasia, dan renjana yang meluap-luap. Tak satupun dari mereka seperti apa yang tampak dari luar. Dan mereka semua termasuk perampok bank butuh diselamatkan. Selagi otoritas dan media mengepung apartemen tersebut, sekelompok orang asing itu akan mengungkapkan kebenaran mengejutkan tentang diri mereka sendiri dan mendapati mereka memiliki lebih banyak kesamaan daripada yang mereka kira."
A05,@twinklewrinckle,Borrowed,Anxious People,Fredrick Backman,4.18,336,"fiksi, misteri, humor, kesehatan mental","Satu perampok, delapan orang asing, dan satu gagasan yang sangat buruk. Survei tempat tinggal tidak biasanya melibatkan situasi hidup dan mati, tapi itulah yang terjadi. Perampok yang gagal tiba-tiba menyerbu sebuah apartemen dan menyandera sekelompok orang asing: pasangan yang baru saja pensiun; direktur bank kaya yang terlalu sibuk untuk peduli kepada orang lain; pasangan muda yang akan memiliki anak pertama tapi tak pernah bisa sepakat; wanita 87 tahun yang sudah hidup cukup lama hingga tak takut todongan pistol, agen real estat yang gampang panik tapi selalu siap untuk menjual properti, dan pria misterius yang mengunci diri di satu-satunya kamar mandi di apartemen. Tiap sandera membawa kepedihan, luka, rahasia, dan renjana yang meluap-luap. Tak satupun dari mereka seperti apa yang tampak dari luar. Dan mereka semua termasuk perampok bank butuh diselamatkan. Selagi otoritas dan media mengepung apartemen tersebut, sekelompok orang asing itu akan mengungkapkan kebenaran mengejutkan tentang diri mereka sendiri dan mendapati mereka memiliki lebih banyak kesamaan daripada yang mereka kira."
